system:index,countyears,cropland_mode,first,longitude,system:indexviejuno,.geo
2008_28,5.0,24.0,24,-118.28885405569663,1111.0,"{""geodesic"":true,""type"":""Point"",""coordinates"":[-118.2888541,47.4036933]}"
2008_1146,5.0,24.0,24,-118.05520225029714,40918.0,"{""geodesic"":true,""type"":""Point"",""coordinates"":[-118.0552023,47.3422485]}"
2008_844,5.0,24.0,24,-118.12796578831082,30498.0,"{""geodesic"":true,""type"":""Point"",""coordinates"":[-118.1279658,47.0614352]}"
2008_500,5.0,24.0,24,-118.2120480989044,18091.0,"{""geodesic"":true,""type"":""Point"",""coordinates"":[-118.2120481,47.0436485]}"
2008_70,5.0,24.0,61,-118.53328564450555,2353.0,"{""geodesic"":true,""type"":""Point"",""coordinates"":[-118.5332856,46.9051283]}"
2008_1651,5.0,24.0,61,-118.55780965176201,58677.0,"{""geodesic"":true,""type"":""Point"",""coordinates"":[-118.5578097,46.9097097]}"
2008_356,5.0,24.0,61,-118.55888763010296,12587.0,"{""geodesic"":true,""type"":""Point"",""coordinates"":[-118.5588876,46.8644346]}"
2008_646,5.0,24.0,24,-118.31068311710074,23032.0,"{""geodesic"":true,""type"":""Point"",""coordinates"":[-118.3106831,46.8628177]}"
2008_1489,5.0,24.0,61,-118.46698997653753,53635.0,"{""geodesic"":true,""type"":""Point"",""coordinates"":[-118.46699,46.8135002]}"
2008_142,5.0,24.0,24,-118.44866434474149,4830.0,"{""geodesic"":true,""type"":""Point"",""coordinates"":[-118.4486643,46.7437011]}"
2008_559,5.0,24.0,24,-118.09266199764492,19845.0,"{""geodesic"":true,""type"":""Point"",""coordinates"":[-118.092662,46.6202725]}"
2008_224,6.0,24.0,24,-117.9519858241518,7701.0,"{""geodesic"":true,""type"":""Point"",""coordinates"":[-117.9519858,46.6275489]}"
2008_814,5.0,24.0,24,-117.6940795060811,28711.0,"{""geodesic"":true,""type"":""Point"",""coordinates"":[-117.6940795,46.597096]}"
2008_567,5.0,24.0,24,-117.70189484905293,19939.0,"{""geodesic"":true,""type"":""Point"",""coordinates"":[-117.7018948,46.6445271]}"
2008_398,5.0,24.0,61,-117.84634394673935,14259.0,"{""geodesic"":true,""type"":""Point"",""coordinates"":[-117.8463439,46.8310173]}"
2008_1741,5.0,24.0,61,-117.77142445204379,62211.0,"{""geodesic"":true,""type"":""Point"",""coordinates"":[-117.7714245,46.7512469]}"
2008_859,5.0,24.0,23,-117.60757174422038,31266.0,"{""geodesic"":true,""type"":""Point"",""coordinates"":[-117.6075717,46.8067628]}"
2008_1213,5.0,24.0,21,-117.55151687049133,43673.0,"{""geodesic"":true,""type"":""Point"",""coordinates"":[-117.5515169,46.8334428]}"
2008_659,5.0,24.0,24,-116.98423076856984,23573.0,"{""geodesic"":true,""type"":""Point"",""coordinates"":[-116.9842308,46.7509774]}"
2008_1799,5.0,24.0,61,-117.70755423534288,64754.0,"{""geodesic"":true,""type"":""Point"",""coordinates"":[-117.7075542,47.095661]}"
2008_1766,5.0,24.0,24,-117.77142445204379,63358.0,"{""geodesic"":true,""type"":""Point"",""coordinates"":[-117.7714245,47.2045368]}"
2008_635,5.0,24.0,24,-117.1273323933301,22540.0,"{""geodesic"":true,""type"":""Point"",""coordinates"":[-117.1273324,47.0646691]}"
2008_1644,6.0,24.0,24,-117.30897174377905,58424.0,"{""geodesic"":true,""type"":""Point"",""coordinates"":[-117.3089717,47.2387626]}"
2008_14,5.0,24.0,24,-117.10496434275551,522.0,"{""geodesic"":true,""type"":""Point"",""coordinates"":[-117.1049643,47.2751444]}"
2008_1579,6.0,24.0,24,-117.01522264587197,56489.0,"{""geodesic"":true,""type"":""Point"",""coordinates"":[-117.0152226,47.3514114]}"
2008_1807,7.0,24.0,24,-116.97803239310942,64909.0,"{""geodesic"":true,""type"":""Point"",""coordinates"":[-116.9780324,47.2231319]}"
2008_1176,5.0,24.0,24,-117.04055513688414,42014.0,"{""geodesic"":true,""type"":""Point"",""coordinates"":[-117.0405551,47.0024159]}"
2008_992,5.0,24.0,61,-116.77079105706305,35399.0,"{""geodesic"":true,""type"":""Point"",""coordinates"":[-116.7707911,46.8687465]}"
2008_574,5.0,24.0,24,-116.45063148980284,20365.0,"{""geodesic"":true,""type"":""Point"",""coordinates"":[-116.4506315,46.5906281]}"
2008_862,5.0,24.0,21,-116.63685224820082,31413.0,"{""geodesic"":true,""type"":""Point"",""coordinates"":[-116.6368522,46.5882027]}"
2008_119,5.0,24.0,21,-116.62822842147328,4131.0,"{""geodesic"":true,""type"":""Point"",""coordinates"":[-116.6282284,46.6860292]}"
2008_1706,5.0,24.0,24,-116.89718401753866,60680.0,"{""geodesic"":true,""type"":""Point"",""coordinates"":[-116.897184,46.6437186]}"
2008_55,5.0,24.0,24,-117.02034304299146,1902.0,"{""geodesic"":true,""type"":""Point"",""coordinates"":[-117.020343,46.6081453]}"
2008_1009,5.0,24.0,24,-117.03786019103178,35842.0,"{""geodesic"":true,""type"":""Point"",""coordinates"":[-117.0378602,46.4658521]}"
2008_953,5.0,24.0,24,-116.61879611099002,34243.0,"{""geodesic"":true,""type"":""Point"",""coordinates"":[-116.6187961,46.4486045]}"
2008_1386,5.0,24.0,24,-116.4924031505144,49834.0,"{""geodesic"":true,""type"":""Point"",""coordinates"":[-116.4924032,46.3928191]}"
2008_483,5.0,24.0,24,-116.62445549727998,17123.0,"{""geodesic"":true,""type"":""Point"",""coordinates"":[-116.6244555,46.4009039]}"
2008_494,5.0,24.0,24,-116.72740242884008,17932.0,"{""geodesic"":true,""type"":""Point"",""coordinates"":[-116.7274024,46.47232]}"
2008_490,5.0,24.0,24,-116.88963816915206,17582.0,"{""geodesic"":true,""type"":""Point"",""coordinates"":[-116.8896382,46.3381117]}"
2008_266,5.0,24.0,24,-116.78130134588724,9132.0,"{""geodesic"":true,""type"":""Point"",""coordinates"":[-116.7813013,46.273433]}"
2008_352,6.0,24.0,61,-116.42422102044974,12305.0,"{""geodesic"":true,""type"":""Point"",""coordinates"":[-116.424221,46.3019994]}"
2008_1606,7.0,24.0,24,-116.37867643554488,57185.0,"{""geodesic"":true,""type"":""Point"",""coordinates"":[-116.3786764,46.2653482]}"
2008_1866,8.0,24.0,24,-116.27680748232572,67080.0,"{""geodesic"":true,""type"":""Point"",""coordinates"":[-116.2768075,46.272355]}"
2008_647,5.0,24.0,61,-116.98530874691079,23078.0,"{""geodesic"":true,""type"":""Point"",""coordinates"":[-116.9853087,46.3494305]}"
2008_106,9.0,24.0,24,-117.91075315261072,3658.0,"{""geodesic"":true,""type"":""Point"",""coordinates"":[-117.9107532,46.2720855]}"
2008_1630,5.0,24.0,24,-117.95144683498134,58019.0,"{""geodesic"":true,""type"":""Point"",""coordinates"":[-117.9514468,46.2858298]}"
2008_1990,6.0,24.0,53,-118.02286290006883,71677.0,"{""geodesic"":true,""type"":""Point"",""coordinates"":[-118.0228629,46.3103538]}"
2008_97,5.0,24.0,53,-118.06140062575757,3272.0,"{""geodesic"":true,""type"":""Point"",""coordinates"":[-118.0614006,46.3273319]}"
2008_975,5.0,24.0,24,-118.29693889325371,34897.0,"{""geodesic"":true,""type"":""Point"",""coordinates"":[-118.2969389,46.3963225]}"
2008_4,5.0,24.0,61,-118.38614160096677,76.0,"{""geodesic"":true,""type"":""Point"",""coordinates"":[-118.3861416,46.2742415]}"
2008_700,5.0,24.0,24,-118.41443853241654,24651.0,"{""geodesic"":true,""type"":""Point"",""coordinates"":[-118.4144385,46.2114493]}"
2008_1027,5.0,24.0,61,-118.28481163691809,36472.0,"{""geodesic"":true,""type"":""Point"",""coordinates"":[-118.2848116,46.301191]}"
2008_1005,8.0,24.0,24,-118.18671560789224,35776.0,"{""geodesic"":true,""type"":""Point"",""coordinates"":[-118.1867156,46.2168391]}"
2008_188,6.0,24.0,24,-118.17782228657946,6264.0,"{""geodesic"":true,""type"":""Point"",""coordinates"":[-118.1778223,46.1249415]}"
2008_605,6.0,24.0,42,-118.14844737678875,21506.0,"{""geodesic"":true,""type"":""Point"",""coordinates"":[-118.1484474,46.1583588]}"
2008_1200,5.0,24.0,24,-118.12769629372559,43313.0,"{""geodesic"":true,""type"":""Point"",""coordinates"":[-118.1276963,46.2127967]}"
2008_1367,9.0,24.0,24,-118.03606813474539,49115.0,"{""geodesic"":true,""type"":""Point"",""coordinates"":[-118.0360681,46.2346258]}"
2008_274,10.0,24.0,24,-117.9616876292203,9468.0,"{""geodesic"":true,""type"":""Point"",""coordinates"":[-117.9616876,46.224385]}"
2008_377,9.0,24.0,24,-118.17836127574992,13336.0,"{""geodesic"":true,""type"":""Point"",""coordinates"":[-118.1783613,46.0917937]}"
2008_1463,9.0,24.0,24,-118.24573492205889,52760.0,"{""geodesic"":true,""type"":""Point"",""coordinates"":[-118.2457349,45.9829178]}"
2008_1739,9.0,24.0,24,-118.34436994025522,62140.0,"{""geodesic"":true,""type"":""Point"",""coordinates"":[-118.3443699,45.8713471]}"
2008_658,5.0,24.0,61,-118.3810212038473,23525.0,"{""geodesic"":true,""type"":""Point"",""coordinates"":[-118.3810212,45.877815]}"
2008_1617,5.0,24.0,24,-118.44677788264484,57552.0,"{""geodesic"":true,""type"":""Point"",""coordinates"":[-118.4467779,45.853291]}"
2008_1837,5.0,24.0,24,-118.48235116789597,65923.0,"{""geodesic"":true,""type"":""Point"",""coordinates"":[-118.4823512,45.8578724]}"
2008_425,5.0,24.0,61,-118.44435243137772,15085.0,"{""geodesic"":true,""type"":""Point"",""coordinates"":[-118.4443524,45.8654182]}"
2008_1883,5.0,24.0,61,-118.58260315360371,68086.0,"{""geodesic"":true,""type"":""Point"",""coordinates"":[-118.5826032,45.9368343]}"
2008_351,5.0,24.0,61,-118.5389450307955,12299.0,"{""geodesic"":true,""type"":""Point"",""coordinates"":[-118.538945,46.0785884]}"
2008_667,5.0,24.0,61,-118.39799936271714,23740.0,"{""geodesic"":true,""type"":""Point"",""coordinates"":[-118.3979994,46.1152397]}"
2008_1582,5.0,24.0,61,-118.41686398368365,56603.0,"{""geodesic"":true,""type"":""Point"",""coordinates"":[-118.416864,46.1901592]}"
2008_1476,5.0,24.0,24,-118.48908853252686,53214.0,"{""geodesic"":true,""type"":""Point"",""coordinates"":[-118.4890885,46.2427106]}"
2008_747,5.0,24.0,24,-118.86772842478325,26607.0,"{""geodesic"":true,""type"":""Point"",""coordinates"":[-118.8677284,45.9160832]}"
2008_711,5.0,24.0,61,-119.01702842500391,25101.0,"{""geodesic"":true,""type"":""Point"",""coordinates"":[-119.0170284,46.0187606]}"
2008_1840,5.0,24.0,61,-119.12186181866066,65993.0,"{""geodesic"":true,""type"":""Point"",""coordinates"":[-119.1218618,46.0667307]}"
2008_1066,5.0,24.0,61,-119.10838708939886,37963.0,"{""geodesic"":true,""type"":""Point"",""coordinates"":[-119.1083871,46.0637662]}"
2008_591,5.0,24.0,61,-119.30296217993916,21188.0,"{""geodesic"":true,""type"":""Point"",""coordinates"":[-119.3029622,46.0912547]}"
2008_1231,5.0,24.0,61,-119.46250297439879,44380.0,"{""geodesic"":true,""type"":""Point"",""coordinates"":[-119.462503,45.6813534]}"
2008_1279,6.0,24.0,24,-119.32155730632043,45974.0,"{""geodesic"":true,""type"":""Point"",""coordinates"":[-119.3215573,45.6953671]}"
2008_1517,6.0,24.0,24,-119.11593293778547,54542.0,"{""geodesic"":true,""type"":""Point"",""coordinates"":[-119.1159329,45.5606198]}"
2008_602,5.0,24.0,24,-119.06526795576113,21462.0,"{""geodesic"":true,""type"":""Point"",""coordinates"":[-119.065268,45.6366173]}"
2008_1773,5.0,24.0,24,-118.82892120450929,63568.0,"{""geodesic"":true,""type"":""Point"",""coordinates"":[-118.8289212,45.8134058]}"
2008_1058,5.0,24.0,61,-118.72597427294919,37772.0,"{""geodesic"":true,""type"":""Point"",""coordinates"":[-118.7259743,45.8125973]}"
2008_1708,5.0,24.0,61,-118.77071037409834,60724.0,"{""geodesic"":true,""type"":""Point"",""coordinates"":[-118.7707104,45.8392772]}"
2008_1885,5.0,24.0,24,-118.70037228735178,68132.0,"{""geodesic"":true,""type"":""Point"",""coordinates"":[-118.7003723,45.924168]}"
2008_396,5.0,24.0,24,-118.65051578908314,14153.0,"{""geodesic"":true,""type"":""Point"",""coordinates"":[-118.6505158,45.8643402]}"
2008_1450,5.0,24.0,61,-118.49016651086781,52283.0,"{""geodesic"":true,""type"":""Point"",""coordinates"":[-118.4901665,45.7740595]}"
2008_1098,5.0,24.0,24,-118.55969611385866,38931.0,"{""geodesic"":true,""type"":""Point"",""coordinates"":[-118.5596961,45.7072249]}"
2008_1874,5.0,24.0,61,-118.61898492261055,67575.0,"{""geodesic"":true,""type"":""Point"",""coordinates"":[-118.6189849,45.7198911]}"
2008_1352,5.0,24.0,24,-118.65455820786168,48632.0,"{""geodesic"":true,""type"":""Point"",""coordinates"":[-118.6545582,45.6242206]}"
2008_1716,5.0,24.0,61,-118.65940911039593,60961.0,"{""geodesic"":true,""type"":""Point"",""coordinates"":[-118.6594091,45.602661]}"
2008_157,6.0,24.0,24,-118.67369232341343,5464.0,"{""geodesic"":true,""type"":""Point"",""coordinates"":[-118.6736923,45.6120933]}"
2008_1413,5.0,24.0,61,-118.73055568089819,50724.0,"{""geodesic"":true,""type"":""Point"",""coordinates"":[-118.7305557,45.579215]}"
2008_1810,6.0,24.0,24,-118.78499358711584,65018.0,"{""geodesic"":true,""type"":""Point"",""coordinates"":[-118.7849936,45.5301669]}"
2008_38,5.0,24.0,24,-118.88174214321552,1413.0,"{""geodesic"":true,""type"":""Point"",""coordinates"":[-118.8817421,45.4908207]}"
2008_517,5.0,24.0,36,-118.03930206976823,18475.0,"{""geodesic"":true,""type"":""Point"",""coordinates"":[-118.0393021,45.4412337]}"
2008_438,5.0,24.0,24,-117.02007354840622,15686.0,"{""geodesic"":true,""type"":""Point"",""coordinates"":[-117.0200735,44.2842935]}"
2008_579,7.0,24.0,24,-112.90893365063323,20749.0,"{""geodesic"":true,""type"":""Point"",""coordinates"":[-112.9089337,42.8349516]}"
2008_593,7.0,24.0,24,-113.06955242343379,21239.0,"{""geodesic"":true,""type"":""Point"",""coordinates"":[-113.0695524,42.7411675]}"
2008_1357,5.0,24.0,49,-116.98503925232555,48819.0,"{""geodesic"":true,""type"":""Point"",""coordinates"":[-116.9850393,43.9094265]}"
2008_2,5.0,24.0,24,-120.16911777688719,28.0,"{""geodesic"":true,""type"":""Point"",""coordinates"":[-120.1691178,45.0849619]}"
2008_868,5.0,24.0,24,-120.06670983449757,31561.0,"{""geodesic"":true,""type"":""Point"",""coordinates"":[-120.0667098,45.1876393]}"
2008_984,5.0,24.0,24,-120.19175532204702,35054.0,"{""geodesic"":true,""type"":""Point"",""coordinates"":[-120.1917553,45.4094334]}"
2008_1657,5.0,24.0,24,-120.18906037619465,58909.0,"{""geodesic"":true,""type"":""Point"",""coordinates"":[-120.1890604,45.479502]}"
2008_851,5.0,24.0,24,-120.17316019566573,30908.0,"{""geodesic"":true,""type"":""Point"",""coordinates"":[-120.1731602,45.5382518]}"
2008_150,5.0,24.0,24,-120.07263871537276,5113.0,"{""geodesic"":true,""type"":""Point"",""coordinates"":[-120.0726387,45.4910902]}"
2008_969,5.0,24.0,61,-120.04029936514446,34689.0,"{""geodesic"":true,""type"":""Point"",""coordinates"":[-120.0402994,45.5412162]}"
2008_1063,5.0,24.0,61,-119.95298311952804,37902.0,"{""geodesic"":true,""type"":""Point"",""coordinates"":[-119.9529831,45.5309754]}"
2008_1862,5.0,24.0,24,-119.95460008703945,66767.0,"{""geodesic"":true,""type"":""Point"",""coordinates"":[-119.9546001,45.5385213]}"
2008_491,6.0,24.0,24,-119.93196254187964,17778.0,"{""geodesic"":true,""type"":""Point"",""coordinates"":[-119.9319625,45.4196742]}"
2008_987,5.0,24.0,24,-119.73118907587893,35115.0,"{""geodesic"":true,""type"":""Point"",""coordinates"":[-119.7311891,45.4059299]}"
2008_1908,5.0,24.0,61,-119.56518041137365,68946.0,"{""geodesic"":true,""type"":""Point"",""coordinates"":[-119.5651804,45.3973061]}"
2008_1330,5.0,24.0,23,-119.35066272152591,47671.0,"{""geodesic"":true,""type"":""Point"",""coordinates"":[-119.3506627,45.5654707]}"
2008_703,5.0,24.0,24,-119.6422558627511,24925.0,"{""geodesic"":true,""type"":""Point"",""coordinates"":[-119.6422559,45.6053559]}"
2008_1634,5.0,24.0,24,-119.56733636805554,58080.0,"{""geodesic"":true,""type"":""Point"",""coordinates"":[-119.5673364,45.6509005]}"
2008_264,5.0,24.0,24,-119.78077607956233,9039.0,"{""geodesic"":true,""type"":""Point"",""coordinates"":[-119.7807761,45.5983491]}"
2008_1101,5.0,24.0,24,-119.63444051977926,38972.0,"{""geodesic"":true,""type"":""Point"",""coordinates"":[-119.6344405,45.5735556]}"
2008_193,5.0,24.0,24,-119.73172806504941,6416.0,"{""geodesic"":true,""type"":""Point"",""coordinates"":[-119.7317281,45.5560384]}"
2008_319,5.0,24.0,24,-119.75301813728304,11341.0,"{""geodesic"":true,""type"":""Point"",""coordinates"":[-119.7530181,45.5390603]}"
2008_661,5.0,24.0,61,-119.8497666933827,23621.0,"{""geodesic"":true,""type"":""Point"",""coordinates"":[-119.8497667,45.5862218]}"
2008_373,5.0,24.0,24,-120.4035780660424,13188.0,"{""geodesic"":true,""type"":""Point"",""coordinates"":[-120.4035781,45.6449716]}"
2008_706,5.0,24.0,24,-120.39818817433768,24992.0,"{""geodesic"":true,""type"":""Point"",""coordinates"":[-120.3981882,45.7320184]}"
2008_961,5.0,24.0,61,-120.57740207351952,34443.0,"{""geodesic"":true,""type"":""Point"",""coordinates"":[-120.5774021,45.7109978]}"
2008_471,5.0,24.0,24,-120.60893293999212,16706.0,"{""geodesic"":true,""type"":""Point"",""coordinates"":[-120.6089329,45.6694956]}"
2008_1010,5.0,24.0,61,-120.61755676671966,35863.0,"{""geodesic"":true,""type"":""Point"",""coordinates"":[-120.6175568,45.6080509]}"
2008_1378,5.0,24.0,61,-120.70163907731325,49544.0,"{""geodesic"":true,""type"":""Point"",""coordinates"":[-120.7016391,45.6350003]}"
2008_395,5.0,24.0,61,-120.63857734436806,14053.0,"{""geodesic"":true,""type"":""Point"",""coordinates"":[-120.6385773,45.6029305]}"
2008_1921,5.0,24.0,24,-120.65259106280033,69270.0,"{""geodesic"":true,""type"":""Point"",""coordinates"":[-120.6525911,45.5889168]}"
2008_1590,5.0,24.0,24,-120.74125478134292,56727.0,"{""geodesic"":true,""type"":""Point"",""coordinates"":[-120.7412548,45.6153272]}"
2008_399,5.0,24.0,61,-120.99350171312368,14288.0,"{""geodesic"":true,""type"":""Point"",""coordinates"":[-120.9935017,45.6080509]}"
2008_1789,5.0,24.0,24,-120.80674196555523,64258.0,"{""geodesic"":true,""type"":""Point"",""coordinates"":[-120.806742,45.5630453]}"
2008_1787,5.0,24.0,61,-120.80512499804382,64197.0,"{""geodesic"":true,""type"":""Point"",""coordinates"":[-120.805125,45.5821794]}"
2008_140,5.0,24.0,61,-120.80835893306664,4747.0,"{""geodesic"":true,""type"":""Point"",""coordinates"":[-120.8083589,45.4851613]}"
2008_231,5.0,24.0,61,-120.74880062972953,8013.0,"{""geodesic"":true,""type"":""Point"",""coordinates"":[-120.7488006,45.428837]}"
2008_1480,5.0,24.0,24,-120.78760785000348,53349.0,"{""geodesic"":true,""type"":""Point"",""coordinates"":[-120.7876079,45.4177877]}"
2008_1151,5.0,24.0,61,-120.6598674166017,41005.0,"{""geodesic"":true,""type"":""Point"",""coordinates"":[-120.6598674,45.4614458]}"
2008_444,5.0,24.0,24,-120.63264846349287,15902.0,"{""geodesic"":true,""type"":""Point"",""coordinates"":[-120.6326485,45.4808494]}"
2008_1227,5.0,24.0,61,-120.60354304828739,44165.0,"{""geodesic"":true,""type"":""Point"",""coordinates"":[-120.603543,45.4924377]}"
2008_509,5.0,24.0,61,-120.5426372720241,18352.0,"{""geodesic"":true,""type"":""Point"",""coordinates"":[-120.5426373,45.5277415]}"
2008_514,5.0,24.0,61,-120.51514882433004,18407.0,"{""geodesic"":true,""type"":""Point"",""coordinates"":[-120.5151488,45.5231601]}"
2008_863,5.0,24.0,24,-120.86091037718764,31422.0,"{""geodesic"":true,""type"":""Point"",""coordinates"":[-120.8609104,45.3299325]}"
2008_935,5.0,24.0,61,-120.7170002686717,33778.0,"{""geodesic"":true,""type"":""Point"",""coordinates"":[-120.7170003,45.1652713]}"
2008_639,6.0,24.0,23,-120.7719771640598,22648.0,"{""geodesic"":true,""type"":""Point"",""coordinates"":[-120.7719772,45.0995146]}"
2008_1955,5.0,24.0,24,-121.19562265205057,70524.0,"{""geodesic"":true,""type"":""Point"",""coordinates"":[-121.1956227,45.3180747]}"
2008_649,5.0,24.0,24,-121.0026645290217,23124.0,"{""geodesic"":true,""type"":""Point"",""coordinates"":[-121.0026645,45.4929767]}"
2008_958,5.0,24.0,152,-121.15762391553233,34402.0,"{""geodesic"":true,""type"":""Point"",""coordinates"":[-121.1576239,45.554691]}"
2008_1504,6.0,24.0,24,-121.13283041369063,54155.0,"{""geodesic"":true,""type"":""Point"",""coordinates"":[-121.1328304,45.5175007]}"
2008_324,5.0,24.0,61,-121.18942427659015,11433.0,"{""geodesic"":true,""type"":""Point"",""coordinates"":[-121.1894243,45.1598814]}"
2008_1406,5.0,24.0,43,-117.53238275493958,50511.0,"{""geodesic"":true,""type"":""Point"",""coordinates"":[-117.5323828,41.0945556]}"
2008_1423,5.0,24.0,24,-113.39375440947254,51182.0,"{""geodesic"":true,""type"":""Point"",""coordinates"":[-113.3937544,42.4086112]}"
2008_470,5.0,24.0,61,-113.14878383149313,16702.0,"{""geodesic"":true,""type"":""Point"",""coordinates"":[-113.1487838,42.4371776]}"
2008_1077,6.0,24.0,61,-113.17735025752813,38445.0,"{""geodesic"":true,""type"":""Point"",""coordinates"":[-113.1773503,42.5460534]}"
2008_1416,5.0,24.0,24,-112.87901975167205,50813.0,"{""geodesic"":true,""type"":""Point"",""coordinates"":[-112.8790198,42.6188169]}"
